INCIDENT_NUMBER,SR_CREATION_CHANNEL,INCIDENT_ADDRESS,STATUS,GROUP_NAME,NAME,INCIDENT_DATE,ATTRIBUTE5,ATTRIBUTE6
42232,AGENT,SHERRARD COURT 4,CLOSED,Waste Management,Abandoned Vehicle Inspection,20/11/2009,715910.99,735902.79
44312,AGENT,ANNADALE CRESCENT DRUMCONDRA 82,CLOSED,Waste Management,Abandoned Vehicle Inspection,30/11/2009,717024.36,737178.50
38838,AGENT,BARROW STREET RINGSEND 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,10/11/2009,717434.47,733489.31
38576,AGENT,SAINT ALPHONSUS' AVENUE DRUMCONDRA 6,CLOSED,Waste Management,Abandoned Vehicle Inspection,09/11/2009,715857.73,736278.66
24812,AGENT,BLACKHORSE AVENUE 121,CLOSED,Waste Management,Abandoned Vehicle Inspection,22/09/2009,712926.92,735578.91
38538,AGENT,FAIRFIELD AVENUE EAST WALL 10,CLOSED,Waste Management,Abandoned Vehicle Inspection,09/11/2009,717430.46,735322.04
35992,AGENT,BALLYGALL AVENUE FINGLAS EAST 6,CLOSED,Waste Management,Abandoned Vehicle Inspection,02/11/2009,713708.89,739183.67
28658,AGENT,BELMONT VILLAS DONNYBROOK 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,05/10/2009,717267.86,731486.63
30600,AGENT,MOUNT ARGUS GROVE HAROLD'S CROSS 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,12/10/2009,714336.17,731671.96
21518,AGENT,TEMPLE VIEW CLOSE CLAREHALL 33,CLOSED,Waste Management,Abandoned Vehicle Inspection,09/09/2009,721201.84,740586.18
44336,AGENT,POPPINTREE COTTAGES JAMESTOWN ROAD FINGLAS 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,30/11/2009,740579.62,
23108,AGENT,NEWPORT STREET 11,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/09/2009,714111.95,733602.99
36494,AGENT,GALTYMORE ROAD DRIMNAGH 137,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/11/2009,711945.01,732909.51
44332,AGENT,ANNADALE CRESCENT DRUMCONDRA 80,CLOSED,Waste Management,Abandoned Vehicle Inspection,30/11/2009,717029.85,737176.52
27536,AGENT,CARNEW STREET ARBOUR HILL 31,CLOSED,Waste Management,Abandoned Vehicle Inspection,30/09/2009,713712.31,735155.42
33202,AGENT,WALNUT LAWN WHITEHALL 35,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/10/2009,716069.61,737937.62
36428,AGENT,LINDSAY ROAD GLASNEVIN 89,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/11/2009,715535.47,736398.70
38376,AGENT,SAINT JAMES'S TERRACE 21,CLOSED,Waste Management,Abandoned Vehicle Inspection,09/11/2009,713769.02,732745.93
22610,AGENT,BLACKHORSE AVENUE 221,CLOSED,Waste Management,Abandoned Vehicle Inspection,14/09/2009,712699.42,735826.28
36646,AGENT,BEAUVALE PARK ARTANE 22,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/11/2009,718454.97,738638.26
23100,AGENT,CLARENCE MANGAN ROAD 66,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/09/2009,714798.08,732962.86
24416,AGENT,BLACKHORSE AVENUE 217,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/09/2009,712691.09,735816.56
24414,AGENT,BLACKHORSE AVENUE 217,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/09/2009,712691.09,735816.56
33268,AGENT,VERNON WOOD CLONTARF 4,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/10/2009,720029.99,735974.91
24252,AGENT,BELCAMP AVENUE DARNDALE 21,CLOSED,Waste Management,Abandoned Vehicle Inspection,18/09/2009,719954.93,740369.26
20848,AGENT,FITZROY AVENUE DRUMCONDRA 68,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/09/2009,716096.17,736068.90
28320,AGENT,THORNDALE GROVE ARTANE 8,CLOSED,Waste Management,Abandoned Vehicle Inspection,02/10/2009,718793.32,737958.70
20416,AGENT,WELLINGTON LANE BALLSBRIDGE 37,CLOSED,Waste Management,Abandoned Vehicle Inspection,04/09/2009,717045.64,732352.98
28290,AGENT,MEADOWBANK TERENURE 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,02/10/2009,714770.88,729893.13
35200,AGENT,XAVIER AVENUE NORTH STRAND 3,CLOSED,Waste Management,Abandoned Vehicle Inspection,29/10/2009,717097.14,735636.75
50404,AGENT,CREMORE DRIVE FINGLAS EAST 2,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/12/2009,714743.01,737877.23
43044,AGENT,GURTEEN ROAD BALLYFERMOT 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,25/11/2009,709215.08,734091.83
27896,AGENT,ANNER ROAD KILMAINHAM 66,CLOSED,Waste Management,Abandoned Vehicle Inspection,01/10/2009,712467.83,733436.08
40130,AGENT,MARGUERITE ROAD GLASNEVIN 14,CLOSED,Waste Management,Abandoned Vehicle Inspection,12/11/2009,715242.08,736786.01
23040,AGENT,SAINT JAMES TERRACE CLONSKEAGH ROAD CLONSKEAGH 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/09/2009,717109.11,731219.66
32276,AGENT,SAINT GABRIEL'S ROAD DOLLYMOUNT 18,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/10/2009,720865.07,736514.84
23034,AGENT,SAINT JAMES TERRACE CLONSKEAGH ROAD CLONSKEAGH 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/09/2009,717109.11,731219.66
32802,AGENT,KYLEMORE ROAD BALLYFERMOT 221,CLOSED,Waste Management,Abandoned Vehicle Inspection,20/10/2009,709940.41,733602.61
37418,AGENT,NORTH CIRCULAR ROAD 55,CLOSED,Waste Management,Abandoned Vehicle Inspection,05/11/2009,713478.46,735128.99
22616,AGENT,VERNON WOOD CLONTARF 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,14/09/2009,720025.81,735953.36
40342,AGENT,DUFFERIN AVENUE 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,13/11/2009,714461.19,732647.24
20854,AGENT,EUGENE STREET 11,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/09/2009,714159.21,733120.04
35010,AGENT,HARDWICKE STREET 45/46,CLOSED,Waste Management,Abandoned Vehicle Inspection,29/10/2009,715541.54,735352.87
28666,AGENT,BLARNEY PARK CRUMLIN 79,CLOSED,Waste Management,Abandoned Vehicle Inspection,05/10/2009,713671.98,731270.46
32988,AGENT,GLASILAWN AVENUE FINGLAS EAST 12,CLOSED,Waste Management,Abandoned Vehicle Inspection,20/10/2009,714599.68,738160.45
17174,AGENT,SAINT CATHERINE'S AVENUE 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,24/08/2009,714324.18,732748.81
22654,AGENT,COOLRUA DRIVE BEAUMONT 66,CLOSED,Waste Management,Abandoned Vehicle Inspection,14/09/2009,717618.87,739052.84
41106,AGENT,LINDSAY ROAD GLASNEVIN 89,CLOSED,Waste Management,Abandoned Vehicle Inspection,17/11/2009,715535.47,736398.70
38254,AGENT,WESTFIELD ROAD HAROLD'S CROSS 21,CLOSED,Waste Management,Abandoned Vehicle Inspection,09/11/2009,714339.49,731299.61
18762,AGENT,RING STREET INCHICORE 45,CLOSED,Waste Management,Abandoned Vehicle Inspection,31/08/2009,711230.05,733135.90
37874,AGENT,BELLEVILLE AVENUE RATHGAR 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,06/11/2009,715223.93,730814.87
33198,AGENT,PORTLAND ROW 1-8,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/10/2009,716526.70,735459.76
19078,AGENT,SALLY'S BRIDGE,CLOSED,Waste Management,Abandoned Vehicle Inspection,01/09/2009,,
33310,AGENT,BARGY ROAD EAST WALL 80,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/10/2009,717828.02,735301.52
24880,AGENT,BROOKFIELD ARTANE 67,CLOSED,Waste Management,Abandoned Vehicle Inspection,22/09/2009,720348.92,738670.26
30934,AGENT,SYDENHAM ROAD BALLSBRIDGE 3,CLOSED,Waste Management,Abandoned Vehicle Inspection,13/10/2009,718255.80,732323.37
46158,AGENT,GROSVENOR ROAD RATHGAR 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/12/2009,715394.73,731530.60
15626,AGENT,KILLALA ROAD CABRA WEST 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,17/08/2009,713265.91,736286.41
43424,AGENT,CHURCH AVENUE RATHMINES 11,CLOSED,Waste Management,Abandoned Vehicle Inspection,26/11/2009,715783.85,731393.65
43430,AGENT,CHURCH AVENUE EAST WALL 10,CLOSED,Waste Management,Abandoned Vehicle Inspection,26/11/2009,717524.78,734893.97
18106,AGENT,SANDFORD GARDENS 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,27/08/2009,714501.72,732923.21
43434,AGENT,CHURCH AVENUE GRACE PARK ROAD DRUMCONDRA 15,CLOSED,Waste Management,Abandoned Vehicle Inspection,26/11/2009,716301.17,737071.04
45034,AGENT,FITZROY AVENUE DRUMCONDRA 54 SAINT RITAS,CLOSED,Waste Management,Abandoned Vehicle Inspection,01/12/2009,715985.45,736095.88
46886,AGENT,GROSVENOR ROAD RATHGAR 75,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/12/2009,715325.75,731418.82
30222,AGENT,RATHDOWN ROAD PHIBSBOROUGH 2 SAINT BARNABAS,CLOSED,Waste Management,Abandoned Vehicle Inspection,09/10/2009,714497.13,735650.22
22784,AGENT,NEWPORT STREET 3/4,CLOSED,Waste Management,Abandoned Vehicle Inspection,14/09/2009,714050.90,733618.06
52060,AGENT,CLARENCE MANGAN ROAD 5,CLOSED,Waste Management,Abandoned Vehicle Inspection,18/12/2009,714664.15,733048.30
36104,AGENT,GALTYMORE ROAD DRIMNAGH 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,02/11/2009,711628.33,732448.64
17598,AGENT,RICHMOND COTTAGES 5,CLOSED,Waste Management,Abandoned Vehicle Inspection,25/08/2009,716538.85,735631.62
36438,AGENT,TORLOGH GARDENS FAIRVIEW 17,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/11/2009,717061.25,736301.61
35942,AGENT,PROSPECT SQUARE GLASNEVIN 7,CLOSED,Waste Management,Abandoned Vehicle Inspection,02/11/2009,715006.53,736802.06
30892,AGENT,HAROLD'S CROSS ROAD HAROLD'S CROSS 348,CLOSED,Waste Management,Abandoned Vehicle Inspection,13/10/2009,714575.85,731113.48
24494,AGENT,ARKLOW STREET ARBOUR HILL 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/09/2009,713639.07,735140.57
17626,AGENT,HAMILTON STREET 38,CLOSED,Waste Management,Abandoned Vehicle Inspection,25/08/2009,714394.14,732958.80
23570,AGENT,O'CONNELL AVENUE PHIBSBOROUGH 25,CLOSED,Waste Management,Abandoned Vehicle Inspection,16/09/2009,715159.02,735619.87
16420,AGENT,PREMIER SQUARE FINGLAS ROAD FINGLAS EAST BLOCK 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/08/2009,713844.30,738111.24
43946,AGENT,HERBERTON PARK RIALTO 29,CLOSED,Waste Management,Abandoned Vehicle Inspection,27/11/2009,713440.05,733008.53
16342,AGENT,JAMESTOWN AVENUE INCHICORE 12,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/08/2009,711337.62,733044.46
24022,AGENT,SAINT DECLAN'S ROAD MARINO 103,CLOSED,Waste Management,Abandoned Vehicle Inspection,17/09/2009,717519.07,737013.68
34762,AGENT,THE WILLOWS FINGLAS 41,CLOSED,Waste Management,Abandoned Vehicle Inspection,28/10/2009,714220.95,737054.34
51156,AGENT,CLARENCE MANGAN ROAD 9 SAINT JOESEPH'S,CLOSED,Waste Management,Abandoned Vehicle Inspection,16/12/2009,714656.23,733070.41
23538,AGENT,O'CONNELL AVENUE PHIBSBOROUGH 22,CLOSED,Waste Management,Abandoned Vehicle Inspection,16/09/2009,715134.92,735615.44
52340,AGENT,SUSANVILLE ROAD DRUMCONDRA 3,CLOSED,Waste Management,Abandoned Vehicle Inspection,18/12/2009,716559.17,736130.99
29098,AGENT,CLONLIFFE ROAD DRUMCONDRA 129,CLOSED,Waste Management,Abandoned Vehicle Inspection,06/10/2009,716510.44,736080.27
40876,AGENT,SWORDS ROAD 241/243,CLOSED,Waste Management,Abandoned Vehicle Inspection,16/11/2009,716662.41,739023.06
31594,AGENT,INCHICORE ROAD INCHICORE 107,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/10/2009,712126.09,733719.03
26068,AGENT,WOODBINE ROAD RAHENY 128,CLOSED,Waste Management,Abandoned Vehicle Inspection,24/09/2009,721147.44,739294.11
46868,AGENT,THE COURT BETTYGLEN RAHENY 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/12/2009,722217.44,737746.10
25228,AGENT,SAINT MARY'S TERRACE ARBOUR PLACE ARBOUR HILL 12,CLOSED,Waste Management,Abandoned Vehicle Inspection,23/09/2009,714289.49,734738.15
41894,AGENT,CARNDONAGH ROAD DONAGHMEDE 96,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/11/2009,722877.08,739931.20
44270,AGENT,IONA PARK GLASNEVIN 22,CLOSED,Waste Management,Abandoned Vehicle Inspection,30/11/2009,715403.13,736645.49
16940,AGENT,HAMILTON STREET 38,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/08/2009,714394.14,732958.80
35808,AGENT,BALLYGALL AVENUE FINGLAS EAST 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,02/11/2009,713745.29,739170.81
33660,AGENT,ASHFIELD ROAD RANELAGH 93,CLOSED,Waste Management,Abandoned Vehicle Inspection,22/10/2009,716386.86,731848.22
22806,AGENT,RIALTO COTTAGES RIALTO 103,CLOSED,Waste Management,Abandoned Vehicle Inspection,14/09/2009,713473.73,733155.18
43448,AGENT,CHURCH AVENUE GRACE PARK ROAD DRUMCONDRA 31,CLOSED,Waste Management,Abandoned Vehicle Inspection,26/11/2009,716339.69,737055.34
37140,AGENT,MELROSE AVENUE FAIRVIEW 7,CLOSED,Waste Management,Abandoned Vehicle Inspection,04/11/2009,717068.00,736414.79
53622,AGENT,FOYLE ROAD FAIRVIEW 2,CLOSED,Waste Management,Abandoned Vehicle Inspection,04/01/2010,717125.18,736712.33
53368,AGENT,FORTFIELD TERRACE RATHMINES 35,CLOSED,Waste Management,Abandoned Vehicle Inspection,24/12/2009,715782.26,730801.43
28324,AGENT,SOUTH CIRCULAR ROAD 738,CLOSED,Waste Management,Abandoned Vehicle Inspection,02/10/2009,712716.35,733618.73
27480,AGENT,HERBERTON DRIVE DRIMNAGH 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,30/09/2009,713419.46,732665.16
53862,AGENT,STRAND STREET LITTLE SMITHFIELD 12,CLOSED,Waste Management,Abandoned Vehicle Inspection,04/01/2010,715230.11,734293.52
31252,AGENT,LA TOUCHE DRIVE BLUEBELL 22,CLOSED,Waste Management,Abandoned Vehicle Inspection,14/10/2009,710858.16,732504.75
29500,AGENT,SAINT GABRIEL'S ROAD DOLLYMOUNT 18,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/10/2009,720865.07,736514.84
15930,AGENT,COOMBE COURT 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,18/08/2009,714757.09,733521.54
20104,AGENT,MOERAN ROAD WALKINSTOWN 11,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/09/2009,711847.20,730989.49
35026,AGENT,MOUNT PROSPECT DRIVE CLONTARF 2,CLOSED,Waste Management,Abandoned Vehicle Inspection,29/10/2009,720743.75,736866.19
46150,AGENT,GROSVENOR ROAD RATHGAR 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/12/2009,715394.73,731530.60
32338,AGENT,WILLIAM STREET NORTH SAINT AGNES CHURCH,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/10/2009,716749.41,735497.33
21890,AGENT,CAIRN COURT POPPINTREE 15,CLOSED,Waste Management,Abandoned Vehicle Inspection,10/09/2009,714950.65,740229.73
23958,AGENT,MABEL STREET DRUMCONDRA 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,17/09/2009,716198.62,736112.07
32262,AGENT,PALMERSTON GARDENS RATHMINES 17,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/10/2009,715915.30,730790.55
31408,AGENT,RICHMOND ROAD DRUMCONDRA 17,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/10/2009,716228.40,736802.44
46870,AGENT,THE COURT BETTYGLEN RAHENY 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/12/2009,722217.44,737746.10
28004,AGENT,MEADOWBANK TERENURE 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,01/10/2009,714770.88,729893.13
44876,AGENT,BALLYMUN ROAD GLASNEVIN 2,CLOSED,Waste Management,Abandoned Vehicle Inspection,01/12/2009,715158.14,737687.23
98064,AGENT,BROOKWOOD CRESCENT ARTANE 43 SAINT ANTHONY'S,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/05/2010,720240.66,738113.98
83768,AGENT,IRWIN COURT KILMAINHAM,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/04/2010,313419,233807
83952,AGENT,SOUTH CIRCULAR ROAD 599,CLOSED,Waste Management,Abandoned Vehicle Inspection,07/04/2010,712771.16,733434.60
71582,AGENT,GRACEFIELD ROAD ARTANE 1 SAOI OBAIR,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/02/2010,719435.34,738402.77
84510,AGENT,ERRIGAL ROAD DRIMNAGH 231,CLOSED,Waste Management,Abandoned Vehicle Inspection,08/04/2010,711628.36,732132.09
97030,AGENT,FOXFIELD CRESCENT RAHENY 4,CLOSED,Waste Management,Abandoned Vehicle Inspection,17/05/2010,722602.99,738730.39
98084,AGENT,GRANGE LODGE AVENUE CLONGRIFFIN 2,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/05/2010,722707.03,740734.67
62098,AGENT,BRIGHTON SQUARE TERENURE 30,CLOSED,Waste Management,Abandoned Vehicle Inspection,27/01/2010,714589.56,730889.55
79590,AGENT,REILLY'S AVENUE 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,22/03/2010,713893.40,732886.02
60152,AGENT,AUGHRIM STREET 25,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/01/2010,713950.56,735120.57
88630,AGENT,MOUNT PROSPECT PARK CLONTARF 7,CLOSED,Waste Management,Abandoned Vehicle Inspection,22/04/2010,720481.27,736774.65
97710,AGENT,GRAND CANAL STREET UPPER BALLSBRIDGE 29,CLOSED,Waste Management,Abandoned Vehicle Inspection,18/05/2010,717395.72,733412.81
58022,AGENT,LONGWOOD AVENUE SOUTH CIRCULAR ROAD 51,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/01/2010,714982.70,732483.87
97370,AGENT,COLLINS AVENUE 112,CLOSED,Waste Management,Abandoned Vehicle Inspection,17/05/2010,718219.42,737795.42
97702,AGENT,SAINT MICHAEL'S ROAD BOTANIC AVENUE DRUMCONDRA,CLOSED,Waste Management,Abandoned Vehicle Inspection,18/05/2010,315551,237004
59316,AGENT,BRIGHTON SQUARE TERENURE 31,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/01/2010,714586.99,730883.72
84542,AGENT,CLONLIFFE ROAD DRUMCONDRA 15,CLOSED,Waste Management,Abandoned Vehicle Inspection,08/04/2010,716882.91,736004.92
84540,AGENT,TRINITY TERRACE BALLYBOUGH 2,CLOSED,Waste Management,Abandoned Vehicle Inspection,08/04/2010,716892.13,735988.69
71642,AGENT,MARLBOROUGH MEWS CABRA 47,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/02/2010,713432.05,735137.09
79122,AGENT,MOYNE ROAD RATHMINES 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,18/03/2010,716224.93,731478.31
79568,AGENT,ENNISKERRY ROAD PHIBSBOROUGH 8,CLOSED,Waste Management,Abandoned Vehicle Inspection,22/03/2010,715084.86,736181.53
89754,AGENT,ELM MOUNT GROVE BEAUMONT 10,CLOSED,Waste Management,Abandoned Vehicle Inspection,27/04/2010,718187.70,738424.14
72112,AGENT,SUMMER STREET NORTH 11,CLOSED,Waste Management,Abandoned Vehicle Inspection,22/02/2010,716337.11,735527.26
81614,AGENT,TYRCONNELL PARK INCHICORE 17,CLOSED,Waste Management,Abandoned Vehicle Inspection,26/03/2010,711387.95,733307.97
98114,AGENT,PORTLAND STREET NORTH 1-3,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/05/2010,716031.46,735731.41
98092,AGENT,GRIFFITH ROAD FINGLAS EAST 49,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/05/2010,714161.03,738202.02
79432,AGENT,ALEXANDER TERRACE CASTLEFORBES ROAD 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/03/2010,717698.47,734704.15
68972,AGENT,CASTLE AVENUE CLONTARF 5,CLOSED,Waste Management,Abandoned Vehicle Inspection,11/02/2010,719182.36,736065.70
62142,AGENT,CRUMLIN ROAD CRUMLIN 305A,CLOSED,Waste Management,Abandoned Vehicle Inspection,27/01/2010,712449.58,732060.04
67974,AGENT,TORLOGH GARDENS FAIRVIEW 17,CLOSED,Waste Management,Abandoned Vehicle Inspection,10/02/2010,717061.25,736301.61
78378,AGENT,FIRST AVENUE 12,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/03/2010,717040.62,734963.83
86210,AGENT,AULDEN GRANGE CLONSHAUGH 97,CLOSED,Waste Management,Abandoned Vehicle Inspection,14/04/2010,717350.66,740211.98
78172,AGENT,RICHMOND STREET NORTH 12,CLOSED,Waste Management,Abandoned Vehicle Inspection,15/03/2010,716476.34,735681.75
60240,AGENT,ERRIGAL ROAD DRIMNAGH 111,CLOSED,Waste Management,Abandoned Vehicle Inspection,21/01/2010,711732.63,732049.99
97164,AGENT,BOTANIC VILLAS GLASNEVIN 3,CLOSED,Waste Management,Abandoned Vehicle Inspection,17/05/2010,715135.48,737002.44
75060,AGENT,WILLIAMS PLACE SOUTH 13,CLOSED,Waste Management,Abandoned Vehicle Inspection,03/03/2010,715117.90,733093.71
96482,AGENT,RATHDOWN ROAD PHIBSBOROUGH 54,CLOSED,Waste Management,Abandoned Vehicle Inspection,13/05/2010,714590.16,735462.93
98006,AGENT,COWPER ROAD RATHMINES,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/05/2010,315701,230802
74248,AGENT,BELTON PARK GARDENS DONNYCARNEY 23,CLOSED,Waste Management,Abandoned Vehicle Inspection,01/03/2010,718104.02,737631.85
98186,AGENT,BOTANIC MEWS PROSPECT AVENUE GLASNEVIN 6,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/05/2010,715060.78,736751.96
54636,AGENT,EMERALD SQUARE 25,CLOSED,Waste Management,Abandoned Vehicle Inspection,06/01/2010,713815.06,733103.07
76504,AGENT,HOWTH ROAD CLONTARF 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,08/03/2010,718049.29,736396.99
76400,AGENT,JOHN MCCORMACK AVENUE WALKINSTOWN 91,CLOSED,Waste Management,Abandoned Vehicle Inspection,08/03/2010,711609.33,731253.49
66294,AGENT,BEAU PARK STREET CLONGRIFFIN 24,CLOSED,Waste Management,Abandoned Vehicle Inspection,05/02/2010,722874.87,740657.12
69356,AGENT,REHOBOTH PLACE 1,CLOSED,Waste Management,Abandoned Vehicle Inspection,12/02/2010,713945.82,732771.06
59066,AGENT,TEMPLE PLACE RANELAGH 4,CLOSED,Waste Management,Abandoned Vehicle Inspection,19/01/2010,716264.49,732071.00
80588,AGENT,BALLYFERMOT ROAD BALLYFERMOT,CLOSED,Waste Management,Abandoned Vehicle Inspection,24/03/2010,308000,233654
62402,AGENT,CHURCH WALK NAVAN ROAD RIVERSTON ABBEY 25,CLOSED,Waste Management,Abandoned Vehicle Inspection,27/01/2010,712299.80,736742.19
90354,AGENT,RUSSELL AVENUE EAST EAST WALL 55,CLOSED,Waste Management,Abandoned Vehicle Inspection,28/04/2010,717474.22,735098.66
