INCIDENT_NUMBER,SR_CREATION_CHANNEL,INCIDENT_ADDRESS,STATUS,GROUP_NAME,NAME,INCIDENT_DATE,ATTRIBUTE5,ATTRIBUTE6
335576,AGENT,TYRCONNELL PARK INCHICORE 118,CLOSED,Drainage South City,Report Sewer Problem,28/11/2011,711351.22,733269.33
328656,AGENT,SPRING GARDEN STREET BALLYBOUGH 44,CLOSED,Drainage North City,Report Sewer Problem,11/11/2011,716931.10,735825.00
335632,AGENT,DEANSTOWN GREEN FINGLAS WEST 7,CLOSED,Drainage North City,Report Sewer Problem,28/11/2011,712188.86,738480.35
333014,AGENT,BALLYBOUGH ROAD BALLYBOUGH,CLOSED,Drainage North City,Report Sewer Problem,22/11/2011,316751,235647
333474,AGENT,KINVARA AVENUE CABRA 11,CLOSED,Drainage North City,Report Sewer Problem,23/11/2011,711961.39,736780.40
308986,AGENT,LORCAN ROAD SANTRY 43,CLOSED,Drainage North City,Report Sewer Problem,29/09/2011,716719.88,739316.58
332586,AGENT,BROOKWOOD RISE ARTANE 5,CLOSED,Drainage North City,Report Sewer Problem,21/11/2011,720030.66,737911.03
317750,AGENT,LEESON PARK RANELAGH 36 LYONS HOUSE,CLOSED,Drainage South City,Report Sewer Problem,18/10/2011,716340.82,732531.43
314050,AGENT,LARKHILL ROAD WHITEHALL 106,CLOSED,Drainage North City,Report Sewer Problem,11/10/2011,716578.70,738970.95
332466,AGENT,DRUID COURT BALLYMUN 20,CLOSED,Drainage North City,Report Sewer Problem,21/11/2011,714698.02,740477.53
328804,AGENT,REDMOND'S HILL DUBLIN 2,CLOSED,Drainage South City,Report Sewer Problem,11/11/2011,315546,233306
315812,AGENT,AUGHRIM STREET 52,CLOSED,Drainage North City,Report Sewer Problem,14/10/2011,713782.41,735204.81
322294,AGENT,RICHMOND COTTAGES DUBLIN 1,CLOSED,Drainage North City,Report Sewer Problem,26/10/2011,316574,235582
332388,AGENT,DRUMFINN ROAD BALLYFERMOT,CLOSED,Drainage South City,Report Sewer Problem,21/11/2011,309251,233733
318330,AGENT,MARLBOROUGH ROAD CABRA MARLBOROUGH COURT,CLOSED,Drainage North City,Report Sewer Problem,19/10/2011,713484.19,735263.13
327768,AGENT,BUNRATTY ROAD BONNYBROOK 165,CLOSED,Drainage North City,Report Sewer Problem,08/11/2011,719166.06,739662.53
302808,AGENT,LE FANU ROAD BALLYFERMOT 418,CLOSED,Drainage South City,Report Sewer Problem,16/09/2011,709677.73,733050.75
334132,AGENT,JOHN STREET DUBLIN 8,CLOSED,Drainage South City,Report Sewer Problem,24/11/2011,314764,233874
324482,AGENT,RIBH AVENUE HARMONSTOWN 10,CLOSED,Drainage North City,Report Sewer Problem,01/11/2011,720460.08,738238.98
320924,AGENT,VERNON PARK CLONTARF 65,CLOSED,Drainage North City,Report Sewer Problem,24/10/2011,720204.90,736517.48
331164,AGENT,RATOATH ESTATE CABRA 24,CLOSED,Drainage North City,Report Sewer Problem,17/11/2011,712757.94,737064.55
330508,AGENT,MONTROSE PARK ARTANE SAINT FIACHRA'S JUNIOR SCHOOL,CLOSED,Drainage North City,Report Sewer Problem,16/11/2011,717962.98,738915.20
332276,AGENT,SPRINGDALE ROAD RAHENY,CLOSED,Drainage North City,Report Sewer Problem,21/11/2011,320372,238470
334166,AGENT,RANELAGH ROAD RANELAGH 8,CLOSED,Drainage South City,Report Sewer Problem,24/11/2011,715909.43,732472.61
334116,AGENT,KEEPER ROAD DRIMNAGH,CLOSED,Drainage South City,Report Sewer Problem,24/11/2011,312914,232466
317118,AGENT,TYRCONNELL ROAD INCHICORE 5,CLOSED,Drainage South City,Report Sewer Problem,17/10/2011,711817.94,733427.40
317678,AGENT,OLD CABRA ROAD CABRA,CLOSED,Drainage North City,Report Sewer Problem,18/10/2011,313346,235447
334192,AGENT,ISLAND STREET DUBLIN 8,CLOSED,Drainage South City,Report Sewer Problem,24/11/2011,314307,234146
328062,AGENT,SANDYMOUNT ROAD SANDYMOUNT 81,CLOSED,Drainage South City,Report Sewer Problem,09/11/2011,718779.91,732907.86
314094,AGENT,EDENMORE GREEN RAHENY 36,CLOSED,Drainage North City,Report Sewer Problem,11/10/2011,721015.45,738603.68
333004,AGENT,CREMORE CRESCENT FINGLAS EAST 41,CLOSED,Drainage North City,Report Sewer Problem,22/11/2011,714440.56,737883.28
318360,AGENT,CLONTARF ROAD CLONTARF 173,CLOSED,Drainage North City,Report Sewer Problem,19/10/2011,719842.65,735926.23
335720,AGENT,CAMDEN COURT CAMDEN STREET LOWER DUBLIN 2,CLOSED,Drainage South City,Report Sewer Problem,28/11/2011,315656,232986
339080,AGENT,CRUMLIN ROAD CRUMLIN 425,CLOSED,Drainage South City,Report Sewer Problem,07/12/2011,712134.86,731861.67
334576,AGENT,CHERRYMOUNT CRESCENT MALAHIDE ROAD MARINO 1,CLOSED,Drainage North City,Report Sewer Problem,25/11/2011,718266.39,737314.66
334586,AGENT,NEWTOWN AVENUE MALAHIDE ROAD INDUSTRIAL PARK CAPITAL HOUSE UNIT 5,CLOSED,Drainage North City,Report Sewer Problem,25/11/2011,720070.30,740152.35
339276,AGENT,CASINO PARK MARINO 73,CLOSED,Drainage North City,Report Sewer Problem,07/12/2011,718022.27,737444.42
337632,AGENT,OXMANTOWN ROAD DUBLIN 7,CLOSED,Drainage North City,Report Sewer Problem,02/12/2011,313664,234783
336204,AGENT,DEANSTOWN GREEN FINGLAS WEST 7,CLOSED,Drainage North City,Report Sewer Problem,29/11/2011,712188.86,738480.35
337586,AGENT,SAINT MARY'S ROAD EAST WALL 18_26 SEAN O'CASEY COMMUNITY CENTRE,CLOSED,Drainage North City,Report Sewer Problem,02/12/2011,717575.55,735093.43
337248,AGENT,ANNESLEY BRIDGE ROAD FAIRVIEW 16,CLOSED,Drainage North City,Report Sewer Problem,01/12/2011,717289.38,736098.58
335706,AGENT,FAIRVIEW STRAND FAIRVIEW,CLOSED,Drainage North City,Report Sewer Problem,28/11/2011,317052,236029
338348,AGENT,SAINT PATRICK'S AVENUE NORTH STRAND,CLOSED,Drainage North City,Report Sewer Problem,05/12/2011,317102,235815
339548,AGENT,BATH AVENUE GARDENS SANDYMOUNT,CLOSED,Drainage South City,Report Sewer Problem,08/12/2011,317923,233338
341608,AGENT,HARMONY ROW DUBLIN 2,CLOSED,Drainage South City,Report Sewer Problem,13/12/2011,316980,233701
339208,AGENT,TYRCONNELL PARK INCHICORE 9,CLOSED,Drainage South City,Report Sewer Problem,07/12/2011,711343.00,733293.31
331468,AGENT,BLACKHEATH PARK CLONTARF 37,CLOSED,Drainage North City,Report Sewer Problem,18/11/2011,719736.00,736618.15
336702,AGENT,CHURCH PARK DRIVE HAROLD'S CROSS 34,CLOSED,Drainage South City,Report Sewer Problem,30/11/2011,714056.01,731698.27
331404,AGENT,CLOONLARA DRIVE FINGLAS SOUTH 39,CLOSED,Drainage North City,Report Sewer Problem,18/11/2011,713343.71,738025.29
343712,AGENT,SOUTH CIRCULAR ROAD 437,CLOSED,Drainage South City,Report Sewer Problem,20/12/2011,713392.51,733076.61
336806,AGENT,COPPER ALLEY DUBLIN 8,CLOSED,Drainage South City,Report Sewer Problem,30/11/2011,315313,234000
339320,AGENT,SAINT JOSEPH'S COTTAGES BLACKHORSE AVENUE 6,CLOSED,Drainage North City,Report Sewer Problem,07/12/2011,711296.62,736693.43
338388,AGENT,CRESCENT PLACE MALAHIDE ROAD MARINO 6,CLOSED,Drainage North City,Report Sewer Problem,05/12/2011,717974.58,736549.36
337160,AGENT,O'DONOGHUE STREET INCHICORE 19,CLOSED,Drainage South City,Report Sewer Problem,01/12/2011,711254.39,733186.24
336668,AGENT,MEADOWBANK TERENURE 97,CLOSED,Drainage South City,Report Sewer Problem,30/11/2011,714783.34,729734.02
335808,AGENT,FORTFIELD GARDENS RATHMINES,CLOSED,Drainage South City,Report Sewer Problem,28/11/2011,315862,230759
339536,AGENT,BELMONT AVENUE DONNYBROOK,CLOSED,Drainage South City,Report Sewer Problem,08/12/2011,317110,231336
335752,AGENT,COWPER ROAD RATHMINES 4,CLOSED,Drainage South City,Report Sewer Problem,28/11/2011,715651.81,730873.41
336290,AGENT,MOUNT ARGUS ROAD HAROLD'S CROSS,CLOSED,Drainage South City,Report Sewer Problem,29/11/2011,314322,231558
332584,AGENT,GEORGE'S ROAD FINGLAS 3,CLOSED,Drainage North City,Report Sewer Problem,21/11/2011,713119.40,739243.93
338510,AGENT,MILLBROOK AVENUE DONAGHMEDE 216,CLOSED,Drainage North City,Report Sewer Problem,05/12/2011,721818.91,739494.21
336872,AGENT,KIMMAGE ROAD LOWER KIMMAGE 345,CLOSED,Drainage South City,Report Sewer Problem,30/11/2011,713510.59,730725.52
336116,AGENT,JOHN MCCORMACK AVENUE WALKINSTOWN,CLOSED,Drainage South City,Report Sewer Problem,29/11/2011,311407,231023
333024,AGENT,PINE HURST CABRA WEST 33,CLOSED,Drainage North City,Report Sewer Problem,22/11/2011,713205.21,736066.50
336820,AGENT,COPPER ALLEY DUBLIN 8,CLOSED,Drainage South City,Report Sewer Problem,30/11/2011,315313,234000
337292,AGENT,BALFE AVENUE WALKINSTOWN 32,CLOSED,Drainage South City,Report Sewer Problem,01/12/2011,711715.20,731253.42
336160,AGENT,NEWTOWN AVENUE MALAHIDE ROAD INDUSTRIAL PARK,CLOSED,Drainage North City,Report Sewer Problem,29/11/2011,320093,239883
338776,AGENT,OXMANTOWN ROAD 130,CLOSED,Drainage North City,Report Sewer Problem,06/12/2011,713881.31,734938.18
338470,AGENT,BALLYFERMOT ROAD BALLYFERMOT,CLOSED,Drainage South City,Report Sewer Problem,05/12/2011,308000,233654
336878,AGENT,DECIES ROAD BALLYFERMOT 211,CLOSED,Drainage South City,Report Sewer Problem,30/11/2011,710211.36,733375.38
338460,AGENT,BARGY ROAD EAST WALL 67,CLOSED,Drainage North City,Report Sewer Problem,05/12/2011,717777.95,735338.90
336310,AGENT,HAMPSTEAD AVENUE GLASNEVIN,CLOSED,Drainage North City,Report Sewer Problem,29/11/2011,315452,238159
333496,AGENT,FISHAMBLE STREET 31,CLOSED,Drainage South City,Report Sewer Problem,23/11/2011,715208.00,734133.37
332504,AGENT,NORTHBROOK AVENUE LOWER NORTH STRAND,CLOSED,Drainage North City,Report Sewer Problem,21/11/2011,317152,235586
343410,AGENT,LISSADEL ROAD DRIMNAGH 29,CLOSED,Drainage South City,Report Sewer Problem,19/12/2011,712401.56,732322.31
339716,AGENT,BRANDON ROAD DRIMNAGH 24,CLOSED,Drainage South City,Report Sewer Problem,08/12/2011,711693.04,731966.14
338864,AGENT,MANGERTON ROAD DRIMNAGH 103,CLOSED,Drainage South City,Report Sewer Problem,06/12/2011,711293.41,732073.33
339498,AGENT,MOUNT STREET LOWER 4,CLOSED,Drainage South City,Report Sewer Problem,08/12/2011,716813.94,733549.30
343386,AGENT,LISSADEL ROAD DRIMNAGH,CLOSED,Drainage South City,Report Sewer Problem,19/12/2011,312441,232093
343548,AGENT,AILESBURY ROAD BALLSBRIDGE 2 COOLBAWN,CLOSED,Drainage South City,Report Sewer Problem,19/12/2011,718779.49,731524.43
333624,AGENT,BELLA AVENUE DUBLIN 1,CLOSED,Drainage North City,Report Sewer Problem,23/11/2011,316505,235229
353298,AGENT,BALLYGALL ROAD EAST FINGLAS EAST SAINT KEVIN'S COLLEGE,CLOSED,Drainage North City,Report Sewer Problem,18/01/2012,714593.42,738636.40
352786,AGENT,SAINT ANDREW'S LANE DUBLIN 2,CLOSED,Drainage South City,Report Sewer Problem,16/01/2012,315761,233915
361170,AGENT,BLACKHEATH GARDENS CLONTARF 11,CLOSED,Drainage North City,Report Sewer Problem,16/02/2012,719578.05,736555.75
351854,AGENT,BELVIDERE AVENUE 5,CLOSED,Drainage North City,Report Sewer Problem,13/01/2012,715998.43,735761.76
359670,AGENT,MALLIN AVENUE RIALTO 5,CLOSED,Drainage South City,Report Sewer Problem,10/02/2012,713802.55,733347.53
351424,AGENT,CHURCH STREET SMITHFIELD 65,CLOSED,Drainage North City,Report Sewer Problem,12/01/2012,714881.95,734661.72
359062,AGENT,MARYFIELD DRIVE ARTANE 18,CLOSED,Drainage North City,Report Sewer Problem,07/02/2012,718816.33,738851.80
350138,AGENT,JAMESTOWN AVENUE INCHICORE 61,CLOSED,Drainage South City,Report Sewer Problem,09/01/2012,711194.92,732989.84
357306,AGENT,SAINT TERESA'S ROAD CRUMLIN 55,CLOSED,Drainage South City,Report Sewer Problem,31/01/2012,712386.84,731132.97
359462,AGENT,BERKELEY STREET PHIBSBOROUGH 4 THE BERKELEY CLINIC,CLOSED,Drainage North City,Report Sewer Problem,09/02/2012,715307.69,735484.02
347050,AGENT,ARDMORE DRIVE ARTANE 27,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,718617.55,739066.53
347082,AGENT,NORTH CIRCULAR ROAD PHIBSBOROUGH 248,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,714405.46,735659.09
361112,AGENT,DRUMALEE AVENUE STONEYBATTER 4,CLOSED,Drainage North City,Report Sewer Problem,16/02/2012,713771.80,735338.25
355502,AGENT,FINGLAS PLACE FINGLAS EAST 87,CLOSED,Drainage North City,Report Sewer Problem,24/01/2012,713366.63,738807.34
350862,AGENT,FOSTER TERRACE BALLYBOUGH,CLOSED,Drainage North City,Report Sewer Problem,11/01/2012,316690,235728
347054,AGENT,MONTPELIER HILL ARBOUR HILL MONTPELIER MEWS,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,713600.72,734520.88
365074,AGENT,BROOMBRIDGE ROAD CABRA 104,CLOSED,Drainage North City,Report Sewer Problem,28/02/2012,713066.38,736952.93
357512,AGENT,RUGBY ROAD RANELAGH 43,CLOSED,Drainage South City,Report Sewer Problem,01/02/2012,716002.96,731939.87
351740,AGENT,RIALTO COTTAGES RIALTO 58,CLOSED,Drainage South City,Report Sewer Problem,13/01/2012,713509.58,733193.47
351676,AGENT,CLADDAGH ROAD BALLYFERMOT 10,CLOSED,Drainage South City,Report Sewer Problem,13/01/2012,709017.29,733574.84
359528,AGENT,SUNDRIVE ROAD CRUMLIN 110,CLOSED,Drainage South City,Report Sewer Problem,09/02/2012,713566.99,731662.91
353410,AGENT,TONLEGEE ROAD COOLOCK 80,CLOSED,Drainage North City,Report Sewer Problem,18/01/2012,720180.90,739243.36
361150,AGENT,LAKELANDS PARK TEMPLEOGUE 18,CLOSED,Drainage South City,Report Sewer Problem,16/02/2012,713809.61,729908.82
348900,AGENT,SEAPARK DRIVE CLONTARF 32,CLOSED,Drainage North City,Report Sewer Problem,06/01/2012,720678.94,736172.64
357100,AGENT,HERBERTON ROAD RIALTO,CLOSED,Drainage South City,Report Sewer Problem,30/01/2012,313353,232419
352710,AGENT,SOUTH DOCK STREET RINGSEND,CLOSED,Drainage South City,Report Sewer Problem,16/01/2012,317528,233692
357882,AGENT,SHANBOLEY ROAD SANTRY 43,CLOSED,Drainage North City,Report Sewer Problem,03/02/2012,717192.89,739128.70
360600,AGENT,CLONLIFFE ROAD DRUMCONDRA 7,CLOSED,Drainage North City,Report Sewer Problem,14/02/2012,716908.33,736000.28
353268,AGENT,BUSHY PARK ROAD TERENURE 60,CLOSED,Drainage South City,Report Sewer Problem,18/01/2012,714676.86,729975.17
353450,AGENT,EARLS COURT CABRA 1,CLOSED,Drainage North City,Report Sewer Problem,19/01/2012,713443.70,735814.06
355492,AGENT,CADOGAN ROAD FAIRVIEW 48,CLOSED,Drainage North City,Report Sewer Problem,24/01/2012,717123.78,736091.23
367570,AGENT,CLOGHER ROAD CRUMLIN 171,CLOSED,Drainage South City,Report Sewer Problem,05/03/2012,713718.63,732137.13
358652,AGENT,MOATVIEW AVENUE PRIORSWOOD 26,CLOSED,Drainage North City,Report Sewer Problem,07/02/2012,719555.35,740584.99
360500,AGENT,CRUMLIN ROAD DRIMNAGH,CLOSED,Drainage South City,Report Sewer Problem,14/02/2012,312164,231840
359556,AGENT,COLLINS AVENUE EXTENSION WHITEHALL 703,CLOSED,Drainage North City,Report Sewer Problem,09/02/2012,715457.64,739035.01
353082,AGENT,BEAUMONT ROAD BEAUMONT 82,CLOSED,Drainage North City,Report Sewer Problem,17/01/2012,717368.44,738656.35
365192,AGENT,DRUMCONDRA ROAD LOWER DRUMCONDRA,CLOSED,Drainage North City,Report Sewer Problem,28/02/2012,315926,236001
362200,AGENT,CLOGHER ROAD CRUMLIN 396,CLOSED,Drainage South City,Report Sewer Problem,20/02/2012,714269.22,732371.47
347094,AGENT,SAINT CANICE'S ROAD WADELAI 30,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,715162.99,738338.25
344250,AGENT,BELMONT AVENUE DONNYBROOK,CLOSED,Drainage South City,Report Sewer Problem,21/12/2011,317110,231336
347006,AGENT,RATHGAR ROAD RATHGAR 91,CLOSED,Drainage South City,Report Sewer Problem,03/01/2012,715055.01,730634.14
367584,AGENT,PARKVIEW CLOSE FINGLAS,CLOSED,Drainage North City,Report Sewer Problem,05/03/2012,313920,239972
367614,AGENT,GRACE PARK TERRACE DRUMCONDRA 36,CLOSED,Drainage North City,Report Sewer Problem,05/03/2012,717058.88,737248.44
368134,AGENT,KILLARNEY STREET 10,CLOSED,Drainage North City,Report Sewer Problem,07/03/2012,716643.80,735250.37
357542,AGENT,CADOGAN ROAD FAIRVIEW 38,CLOSED,Drainage North City,Report Sewer Problem,01/02/2012,717151.14,736082.45
364932,AGENT,SCRIBBLESTOWN PLACE FINGLAS WEST 5,CLOSED,Drainage North City,Report Sewer Problem,27/02/2012,738049.81,
350212,AGENT,OLDTOWN ROAD SANTRY 31,CLOSED,Drainage North City,Report Sewer Problem,09/01/2012,715885.18,739517.23
357088,AGENT,PODDLE PARK CRUMLIN 2,CLOSED,Drainage South City,Report Sewer Problem,30/01/2012,713517.09,731018.33
360566,AGENT,IVERAGH ROAD WHITEHALL,CLOSED,Drainage North City,Report Sewer Problem,14/02/2012,316457,238149
359250,AGENT,NEWBURY AVENUE CLONSHAUGH 95,CLOSED,Drainage North City,Report Sewer Problem,08/02/2012,719008.28,740666.16
348078,AGENT,TALBOT STREET DUBLIN 1,CLOSED,Drainage North City,Report Sewer Problem,04/01/2012,316042,234711
344520,AGENT,RATHFARNHAM ROAD TERENURE,CLOSED,Drainage South City,Report Sewer Problem,22/12/2011,314434,229106
353494,AGENT,SAINT JOSEPH'S ROAD STONEYBATTER 18,CLOSED,Drainage North City,Report Sewer Problem,19/01/2012,713928.08,735159.30
351730,AGENT,GRANGEMORE GROVE DONAGHMEDE 1A,CLOSED,Drainage North City,Report Sewer Problem,13/01/2012,722111.37,740124.32
357368,AGENT,ELM MOUNT ROAD BEAUMONT 126,CLOSED,Drainage North City,Report Sewer Problem,31/01/2012,718131.77,738291.68
356294,AGENT,CLAUDE ROAD WHITWORTH ROAD DRUMCONDRA 19,CLOSED,Drainage North City,Report Sewer Problem,27/01/2012,715447.16,736328.80
360580,AGENT,SAINT JOSEPH'S PLACE PRUSSIA STREET 13,CLOSED,Drainage North City,Report Sewer Problem,14/02/2012,714033.10,735295.40
348322,AGENT,KINVARA AVENUE CABRA 11,CLOSED,Drainage North City,Report Sewer Problem,04/01/2012,711961.39,736780.40
361120,AGENT,BLUEBELL AVENUE BLUEBELL,CLOSED,Drainage South City,Report Sewer Problem,16/02/2012,309698,232058
347106,AGENT,SAINT DONAGH'S ROAD DONAGHMEDE 120,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,722105.81,739475.11
361272,AGENT,TONLEGEE AVENUE COOLOCK,CLOSED,Drainage North City,Report Sewer Problem,17/02/2012,320859,239150
344300,AGENT,SAINT GABRIEL'S ROAD DOLLYMOUNT,CLOSED,Drainage North City,Report Sewer Problem,21/12/2011,320889,236267
355456,AGENT,COOK STREET 32,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,714839.17,734094.24
355290,AGENT,BALLYFERMOT DRIVE BALLYFERMOT 29,CLOSED,Drainage South City,Report Sewer Problem,23/01/2012,709557.60,733526.23
357104,AGENT,SHANGAN GARDENS BALLYMUN 43,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,716030.03,739552.18
351840,AGENT,CLANHUGH ROAD DONNYCARNEY 6,CLOSED,Drainage North City,Report Sewer Problem,13/01/2012,719034.30,737476.51
359704,AGENT,OUR LADY OF FATIMA CLOSE RIALTO 6,CLOSED,Drainage South City,Report Sewer Problem,10/02/2012,713556.53,733240.43
353316,AGENT,DARTMOUTH ROAD RANELAGH 1,CLOSED,Drainage South City,Report Sewer Problem,18/01/2012,716349.98,732580.27
357068,AGENT,MARINO CRESCENT MARINO 18,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,717953.62,736487.99
361102,AGENT,GLASNEVIN DOWNS GLASNEVIN 94,CLOSED,Drainage North City,Report Sewer Problem,16/02/2012,714008.91,737922.68
361250,AGENT,TONLEGEE DRIVE COOLOCK 60,CLOSED,Drainage North City,Report Sewer Problem,17/02/2012,720605.52,739242.52
354700,AGENT,SHERRARD AVENUE 8,CLOSED,Drainage North City,Report Sewer Problem,20/01/2012,715912.00,735881.41
355464,AGENT,CLOGHER ROAD CRUMLIN 241,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,713794.72,732116.44
360864,AGENT,WALKINSTOWN PARK WALKINSTOWN,CLOSED,Drainage South City,Report Sewer Problem,15/02/2012,310720,231040
361260,AGENT,FORTFIELD TERRACE RATHMINES 31 CRANSTON,CLOSED,Drainage South City,Report Sewer Problem,17/02/2012,715820.62,730805.64
358590,AGENT,CLONLIFFE AVENUE BALLYBOUGH,CLOSED,Drainage North City,Report Sewer Problem,06/02/2012,316734,235769
358558,AGENT,SPERRIN ROAD DRIMNAGH 3,CLOSED,Drainage South City,Report Sewer Problem,06/02/2012,712084.93,732916.47
353084,AGENT,SUSSEX ROAD BALLSBRIDGE 11,CLOSED,Drainage South City,Report Sewer Problem,17/01/2012,716507.99,732556.21
357144,AGENT,SAINT MARGARET'S COURT SAINT MARGARET'S ROAD FINGLAS 5,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,712872.90,740095.36
353482,AGENT,WALKINSTOWN AVENUE WALKINSTOWN,CLOSED,Drainage South City,Report Sewer Problem,19/01/2012,310463,230937
350692,AGENT,SUNBURY GARDENS DARTRY,CLOSED,Drainage South City,Report Sewer Problem,11/01/2012,315742,230457
357742,AGENT,HERBERTON ROAD CRUMLIN 26,CLOSED,Drainage South City,Report Sewer Problem,02/02/2012,713394.45,732600.68
356170,AGENT,ASHTOWN ROAD ASHTOWN ASHTOWN STATION,CLOSED,Drainage North City,Report Sewer Problem,26/01/2012,710969.78,737419.86
357140,AGENT,LORCAN PARK SANTRY 55,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,717008.30,739429.52
358550,AGENT,CHERRY ORCHARD GROVE BALLYFERMOT CHERRY ORCHARD FAMILY CENTRE,CLOSED,Drainage South City,Report Sewer Problem,06/02/2012,708377.33,733082.05
357106,AGENT,LORCAN CRESCENT SANTRY,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,317108,239424
358546,AGENT,HAROLD'S CROSS COTTAGES HAROLD'S CROSS 95,CLOSED,Drainage South City,Report Sewer Problem,06/02/2012,714977.92,732210.93
357876,AGENT,MOUNTAIN VIEW COTTAGES RANELAGH,CLOSED,Drainage South City,Report Sewer Problem,03/02/2012,316541,231448
358462,AGENT,RICHMOND ESTATE FAIRVIEW 12,CLOSED,Drainage North City,Report Sewer Problem,06/02/2012,717040.48,736348.25
356056,AGENT,NEW STREET GARDENS DUBLIN 8,CLOSED,Drainage South City,Report Sewer Problem,26/01/2012,315125,233171
355654,AGENT,KNOWTH COURT BALLYMUN 86,CLOSED,Drainage North City,Report Sewer Problem,25/01/2012,714651.03,740413.21
358498,AGENT,BROOKWOOD GLEN RAHENY 10,CLOSED,Drainage North City,Report Sewer Problem,06/02/2012,720192.85,737810.02
350770,AGENT,CARNA ROAD BALLYFERMOT 28,CLOSED,Drainage South City,Report Sewer Problem,11/01/2012,708868.21,733462.91
355500,AGENT,MERCHANT'S QUAY DUBLIN 8,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,314878,234117
355538,AGENT,LUCAN ROAD CHAPELIZOD DEERPARK,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,709724.21,734707.72
351486,AGENT,ORCHARD ROAD BALLYBOUGH 15,CLOSED,Drainage North City,Report Sewer Problem,12/01/2012,716825.98,736122.28
356380,AGENT,AVONDALE ROAD PHIBSBOROUGH 1,CLOSED,Drainage North City,Report Sewer Problem,27/01/2012,714725.46,735812.28
357308,AGENT,DUNSINK DRIVE FINGLAS WEST 3,CLOSED,Drainage North City,Report Sewer Problem,31/01/2012,712489.40,738319.28
352678,AGENT,SUNBURY GARDENS DARTRY 8,CLOSED,Drainage South City,Report Sewer Problem,16/01/2012,715693.23,730522.63
357366,AGENT,RIBH ROAD HARMONSTOWN 31,CLOSED,Drainage North City,Report Sewer Problem,31/01/2012,720287.91,738245.77
355326,AGENT,CEDARWOOD PARK FINGLAS EAST 5,CLOSED,Drainage North City,Report Sewer Problem,23/01/2012,714043.07,739698.99
357462,AGENT,BALFE AVENUE WALKINSTOWN,CLOSED,Drainage South City,Report Sewer Problem,01/02/2012,311727,231215
355470,AGENT,MOURNE ROAD DRIMNAGH,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,311308,232215
357576,AGENT,BERESFORD AVENUE DRUMCONDRA 16,CLOSED,Drainage North City,Report Sewer Problem,01/02/2012,716656.54,737421.74
355608,AGENT,RATHMINES ROAD LOWER RATHMINES GRAND CANAL HOUSE,CLOSED,Drainage South City,Report Sewer Problem,24/01/2012,715595.65,732452.27
353296,AGENT,THE BRAMBLINGS KILLESTER 41,CLOSED,Drainage North City,Report Sewer Problem,18/01/2012,719314.65,737406.83
353130,AGENT,BLACKDITCH COURT BLACKDITCH ROAD BALLYFERMOT 26,CLOSED,Drainage South City,Report Sewer Problem,17/01/2012,708792.94,733653.53
353128,AGENT,NUTLEY LANE DONNYBROOK 57,CLOSED,Drainage South City,Report Sewer Problem,17/01/2012,718746.79,731088.43
360344,AGENT,BELGRAVE TERRACE MOUNT PLEASANT AVENUE UPPER RATHMINES 1,CLOSED,Drainage South City,Report Sewer Problem,13/02/2012,715871.66,731831.98
351718,AGENT,TOLKA COTTAGES GLASNEVIN 15A,CLOSED,Drainage North City,Report Sewer Problem,13/01/2012,314218.503,237921.108
360486,AGENT,DRUID COURT BALLYMUN 55,CLOSED,Drainage North City,Report Sewer Problem,14/02/2012,714707.05,740481.09
347142,AGENT,WHITETHORN CLOSE ARTANE 18,CLOSED,Drainage North City,Report Sewer Problem,03/01/2012,718234.22,738250.14
355762,AGENT,BASIN STREET UPPER DUBLIN 8,CLOSED,Drainage South City,Report Sewer Problem,25/01/2012,313918,233477
355760,AGENT,CADOGAN ROAD FAIRVIEW 48,CLOSED,Drainage North City,Report Sewer Problem,25/01/2012,717123.78,736091.23
355752,AGENT,SHREWSBURY SQUARE SANDYMOUNT AVENUE SANDYMOUNT,CLOSED,Drainage South City,Report Sewer Problem,25/01/2012,318572,232189
355682,AGENT,SANDYMOUNT AVENUE SANDYMOUNT,CLOSED,Drainage South City,Report Sewer Problem,25/01/2012,318362,232131
353276,AGENT,NAAS ROAD 113,CLOSED,Drainage South City,Report Sewer Problem,18/01/2012,711065.25,732328.87
357984,AGENT,TRITONVILLE COURT SANDYMOUNT 7,CLOSED,Drainage South City,Report Sewer Problem,03/02/2012,718547.11,733082.07
357178,AGENT,FRANKFORT COTTAGES DUBLIN 1,CLOSED,Drainage North City,Report Sewer Problem,30/01/2012,316662,235073
